Datetime,Text,Username,Tweet Id,compound,neg,neu,pos,compound-sentiment,sentiment
2018-10-25 14:17:44+00:00,Better actions should be taken by both #Pakistan And #India to curb down this problem of #Smog and #AirPollution. Both sides of #Punjab need to come up with robust policies and even stricter enforcements than last year. https://t.co/ubgEWG05V1,azpk90,1055463425256681473,-0.0065,0.119,0.762,0.119,neu,neu
2018-10-22 23:04:13+00:00,"Check out this thread that shows a much more comprehensive story behind a certain tweet today.... tl;dr: maps can sometimes be deceiving, and #airpollution in the US is still a major health hazard. Check out https://t.co/5ZrORZPph5 for forecasts in your area! https://t.co/EyRjYlwHMK",ank517,1054508756170608640,0.3149,0.052,0.846,0.102,pos,neu
2018-10-15 16:24:21+00:00,"As catastrophic storms like #HurricaneMichael intensify, costing Billions of dollars and with 100,000’s of lives lost prematurely every year to #AirPollution. #Trump’s #EPA Scraps Expert Advisory Committee Focused on Deadly Air Pollution https://t.co/OlAJVQDlnT via @EARTH3R",EJinAction,1051871409687932929,-0.1027,0.132,0.745,0.123,neg,neu
2018-10-13 13:49:35+00:00,New study: #Airpollution is as damaging as losing an entire year of education due to its effects on intelligence. https://t.co/xFznBqToXJ,Francine_Locke,1051107683754012672,-0.4215,0.227,0.654,0.119,neg,neu
2018-10-11 09:21:30+00:00,"Your Excellency Mrs @SBawumia, there is a reason why we have our UN Reps &amp; Embassy/Ambassadors &amp; Staff in Geneva. Responsible countries use such reps to attend such meetings- which is their job. Plz don’t waste our money on this trip. @SBawumia @WHO #BreatheLife #AirPollution https://t.co/PmRuvGcnav",mawulidake,1050315442747772928,0.5106,0.054,0.809,0.137,pos,neu
2018-10-05 15:15:42+00:00,"@ACEEEdc #energyefficiency is key. #Trump admin has made major changes to how US regulates emissions from coal &amp; industrial plants-weakening standards for #airpollution. In turn, states are instituting their own standards for #renewables and power savings. https://t.co/cDAzF0guw7",pfitchell1,1048230256472203264,0.0,0.0,1.0,0.0,neu,neu
2018-09-26 22:59:36+00:00,Good news! My son will have better air to breathe. #fossilfree #divest #airpollution https://t.co/BdNEMa3oSu,honghoangchange,1045085506814578688,0.7263,0.0,0.663,0.337,pos,neu
2018-09-26 21:46:43+00:00,"With @WHO general director @DrTedros, agreed that @coe assembly will work together with @who team on #airpollution, now in progress at @PACE_Social! Got invited to further elaborate during the first ever @WHO conference on #airpollution in #Geneva in November! https://t.co/Zp36wj66UN",serhiykiral,1045067166444384256,0.6688,0.0,0.874,0.126,pos,neu
2018-09-24 19:37:42+00:00,.@DrAxelrod_WHO shares the recently launched @who country #NCDs profiles 2018 that includes #MentalHealth and #airpollution https://t.co/F5aSEfGVap,ishukataria3,1044309922312331265,0.4019,0.0,0.791,0.209,pos,neu
2018-09-22 23:48:53+00:00,"Kids these days don’t understand the panic of sticking your tongue out to catch raindrops only to be told, “Stop! There’s ACID RAIN!” Sadly, kids in the future will again... #EPA #acidrain #airpollution #pollution https://t.co/y5p99duL1j",NamaStacey18,1043648357560975360,-0.7707,0.168,0.832,0.0,neg,neu
2018-09-18 13:23:12+00:00,"#airpollution stats that matter— learn more, act now. #stoppollution #smarttech #iaqstartshere https://t.co/C9cV8yZyGk",airthinx,1042041347132350464,0.0,0.0,1.0,0.0,neu,neu
2018-09-16 23:39:54+00:00,Even low levels of traffic pollution tied to heart damage | Reuters https://t.co/g0MEw6YA8A #airpollution #publichealth #Traffic,Francine_Locke,1041471772485476352,-0.0258,0.236,0.578,0.187,neu,neu
2018-09-10 13:47:36+00:00,States Have a Right to Protect Citizens From Air Pollution. But the EPA Disagrees #AirPollution #publichealth https://t.co/Fv5GPAUZVy,Francine_Locke,1039148387386503169,-0.2846,0.149,0.759,0.091,neg,neu
2018-09-06 18:00:52+00:00,". @WHO says that 9/10 ppl breathe air containing high levels of pollutants! 😷

Join the #BreatheLife campaign to actively engage in reducing the impact of #AirPollution on our health &amp; climate. 

Clean air = healthy future 🌍

👀More abt the campaign 👉🏾https://t.co/EbF5b5cRMy https://t.co/zfj4cvG6v3",UNYouthEnvoy,1037762572710227968,0.8908,0.0,0.799,0.201,pos,neu
2018-08-30 23:07:42+00:00,"GOD says “... Ye remember Me, I will remember You...” Quran 2:152 
#LaborDay2018 #McCainMemorial #earthquake #Agribusiness #BCWildfire #CaliforniaWildFires #pacificsmoke #ThursdayEvening #ThankfulThursday #ThankYou #AirPollution #FarmLand #NAFTA #agriculture https://t.co/bN2KdhKrUm",KhalilullahNaim,1035303075408437248,0.4278,0.0,0.902,0.098,pos,neu
2018-08-30 11:54:40+00:00,"Air pollution causes ‘huge’ reduction in intelligence, study reveals. #airpollution #publichealth  https://t.co/kM62QEofeK",Francine_Locke,1035133698251870209,0.4767,0.0,0.78,0.22,pos,neu
2018-08-28 18:51:09+00:00,"Breaking: Yes, #Trump's #EPA is selling out people of color and putting hundred of thousands of lives in danger from #airpollution, #waterpollution &amp; #climatechange, and they have admitted it and are still moving forward rolling back protections! - CNN https://t.co/VUYmXMcbD3",EJinAction,1034513734008545280,-0.1511,0.076,0.826,0.098,neg,neu
2018-08-28 03:10:47+00:00,It's happening life expectancy is diminishing due to amoungst other things #airpollution @ScienceNews @ChristineDNYC https://t.co/LXR2g2xNb8,adiesaurus,1034277083499974656,0.0,0.0,1.0,0.0,neu,neu
2018-08-15 10:29:44+00:00,"#ICYMI: ""Focusing on pollution sources in a community can be effective when it comes to improving overall air quality"" #asthma #airpollution https://t.co/nfQqfU0RSK",Francine_Locke,1029676505369124864,0.7096,0.0,0.772,0.228,pos,neu
2018-08-09 04:40:46+00:00,Danger: EPA is relaxing its view of particulate matter pollution. Cost benefit versus health &amp; science #airpollution https://t.co/SziJyRnuoc,Francine_Locke,1027414359197265925,0.4404,0.138,0.567,0.296,pos,neu
2018-07-29 16:34:07+00:00,Air Pollution &amp; ASDs: A Deeper Dive into an Environmental Risk Factor  #environmentalhealth #Autism #AirPollution https://t.co/fY4i1VSVZ2,Francine_Locke,1023607614280740870,-0.2732,0.123,0.877,0.0,neg,neu
2018-07-18 02:44:26+00:00,"What #AirPollution &amp; #PoliceViolence have in common - From Summer Lee to #AlexandriaOcasioCortez a new generation of powerful women are shaking up the national political landscape &amp; making connections on #Injustice &amp; Pollution.
 https://t.co/T6CSBTPzgq via @truthout @HipHopCaucus",EJinAction,1019412552504225792,-0.3818,0.128,0.806,0.066,neg,neu
2018-07-11 14:08:04+00:00,"#PlayIn4Climate via #CleanAirMoms: Mark Magana of Green Latinos is speaking. As a child, not being able to go outside due to #AirPollution became the new normal. Friends with #asthma had to stop to use their #Inhalers. ""You know what they used to call organic food? FOOD!""",mgyerman,1017047877867143168,0.2942,0.044,0.887,0.068,pos,neu
2018-07-10 23:28:54+00:00,"As #Trump, #ScottPruitt &amp; #AndrewWheeler Attempted To Roll Back Basic Air Protections Like The #CleanPowerPlan, We Learn #AirPollution linked to 3.2 million new #diabetes cases in one year - CNN https://t.co/GVEFLwFnUs  #AirPollution #ClimateChange #Think100 #EPA @HipHopCaucus",EJinAction,1016826629010743296,0.3612,0.0,0.933,0.067,pos,neu
2018-07-09 21:24:38+00:00,"What a good plan to provide #ev charging point in all new build homes. Will help reducing #airpollution in our cities.

Electric cars: Charge points could be requirement in new build homes - https://t.co/AJR1E3gPSP",AnilNamdeoNCL,1016432968187854850,0.6808,0.0,0.851,0.149,pos,neu
2018-07-08 21:01:35+00:00,"According to @AIRNow, current #AirQuality Index in #Milwaukee, #Wisconsin is 108, unhealthy for sensitive groups, including older adults, children, and those with respiratory conditions  #AirPollution #scicomm",SarahEBenish,1016064779667099648,-0.5267,0.12,0.88,0.0,neg,neu
2018-07-06 14:56:18+00:00,"Interested to see how @AOSC_UMD collects #AirPollution observations over the Baltimore/D.C. region? Check out this video! #scicomm #AirQuality

https://t.co/0HgQZrsf8p",SarahEBenish,1015248078167781376,0.4574,0.0,0.857,0.143,pos,neu
2018-07-06 13:45:29+00:00,".”#AndrewWheeler is just as dangerous or more so than #ScottPruitt,"" warns former #EPA official #MustafaSantiagoAli (@EJinAction). ""Over 200,000 die prematurely from #airpollution every year. If you are weakening air protection laws, you're putting people in danger""
#DNlive https://t.co/43Ey3DPpax",EJinAction,1015230253407588352,-0.9241,0.303,0.697,0.0,neg,neu
2018-07-05 22:07:11+00:00,"Will @EPAScottPruitt's goal to issue new source review permits be upheld even though agency officials admitted recently that was an ""ambitious""  target to meet. #leanEPA #Pruittresigns #airpollution",amenasaiyid,1014994123944849408,0.5423,0.0,0.847,0.153,pos,neu
2018-07-05 20:37:46+00:00,"Breaking News🔥🔥🔥. EPA Administrator #ScottPruitt Just Resigned! He Did Not Understand That His Job Was To Protect Human Health &amp; The Environment! Period!.
#ClimateChange
#EnvironmentalJustice
#AirPollution.
#WaterPollution
#BootPruitt
#EnvironmentalJusticeMinute
@HipHopCaucus https://t.co/1ydxFyGTnE",EJinAction,1014971621814267906,-0.7562,0.242,0.696,0.062,neg,neu
2018-07-03 20:08:37+00:00,"Your Vote Matters🔥 From The Local Level To Judges On The #SupremeCourt. Your Vote Can Determine If #CleanAir &amp; #CleanWater Is A HumanRight. Your Vote Can Help Protect the 200,000 People Who Die Prematurely From #AirPollution It Starts With You Realizing That You Have Power✊🏾 https://t.co/12s4ALCEj6",EJinAction,1014239509528088577,-0.2263,0.106,0.787,0.107,neg,neu
2018-06-29 22:12:24+00:00,Now. More than ever. https://t.co/WOSnK8KPc9 #climatechange #GlobalWarming #TrumpResign #planetearth #BiosphereReserves #pollution #PollutionAlert #airpollution,robert_urban,1012821111069921280,0.0,0.0,1.0,0.0,neu,neu
2018-06-26 13:42:10+00:00,"6th Annual #HBCU #ClimateChange Conference “Fighting For Our Lives” Coming Soon Spread The Word🔥🔥
“Don’t #FRACK Up My Neighborhood”
“#BlackLivesMatter”
“#Pollution Is Genocide”
“Dirty Air Silent Killer In My Community”
https://t.co/0q7G3FzCfQ #AirPollution #EnvironmentalJustice https://t.co/VVC6flK0cA",EJinAction,1011605542215782400,-0.8442,0.216,0.784,0.0,neg,neu
2018-06-24 18:37:34+00:00,"@JohnCarneyDE We look forward to working with you to hold EPA responsible for doing its job, and to further reduce the #airpollution we generate here at home! #climateDE #healthDE via @delawareonline https://t.co/zBJZHwnHSa",desierraclub,1010955104625807363,0.3802,0.0,0.923,0.077,pos,neu
2018-06-23 16:38:33+00:00,The #PoorPeoplesCampaign focused on #ClimateChange ~ #EnvironmentalJustice ~ #cleansafewater ~ #Airpollution ~ #CleanEconmy ~ #LivingWage ~ #JustTransition ~ #RenewableEnergy ~ #KeepItInTheGround ~  #Transcanada #NoDAPL #ClimateJustice #PlasticPollution @HipHopCaucus #Think100 https://t.co/SIZwyzfusi,EJinAction,1010562766418186240,0.3818,0.0,0.915,0.085,pos,neu
2018-06-18 13:18:45+00:00,We just kicked off the first #hiap workshop using the case of #AirPollution - silent killer taking 7 million lives each year! Very excited for being on this mission with @WHO @pahowho @nehaorg &amp; @ASPPHtweets https://t.co/7oScUmQsNl,KuzmanovicA,1008700544616140806,-0.4402,0.111,0.824,0.065,neg,neu
2018-06-18 13:07:05+00:00,"New research shows links between short-term increases in #AirPollution, #Depression and #Suicides. 
https://t.co/0VIk3wt3TD

#MentalHealthMatters #PublicHealth #Think100 #MustafaSantiagoAli @HipHopCaucus #BREAKINGNews",EJinAction,1008697611451289605,-0.5719,0.171,0.829,0.0,neg,neu
2018-06-18 13:03:07+00:00,"The first Health in All Policies workshop - the case of #AirPollution, urban health and sustainability has just started! @WHO is very glad to have participants from all over #US interested in improving #EnvironmentalHealth and health equity! https://t.co/VZTZRnFwwy https://t.co/tOic3hIj0O",DrMariaNeira,1008696612254834688,0.8547,0.0,0.793,0.207,pos,neu
2018-06-18 00:50:43+00:00,The Avenging Angel: Hilton Kelley's Fight to Save His Hometown - From #ToxicPollution To Revitalization https://t.co/Hn8DLynUAL #EnvironmentalJustice #ClimateChange #HurricaneHarvey #Resist #dads #ActOnClimate #DoSomethingNow #keepitintheground #AirPollution #PlasticPollution,EJinAction,1008512297571115008,0.1531,0.087,0.805,0.107,pos,neu
2018-06-14 17:25:44+00:00,Great day to check on #airquality instruments before upcoming summer research flights! #AirPollution #SciComm https://t.co/xwUTRROaGw,SarahEBenish,1007313148506968065,0.6588,0.0,0.761,0.239,pos,neu
2018-06-11 16:42:57+00:00,@Bwillisful @SierraClub @Schwarzenegger @wef another reference to deaths/yr from #AirPollution via @washingtonpost https://t.co/bxkH1UDZM8,DanHushon,1006215221181075456,0.0,0.0,1.0,0.0,neu,neu
2018-06-03 13:36:38+00:00,Global Air Pollution Rises to Alarming Levels -  95% of the world’s people are breathing air that is dangerously-polluted https://t.co/jCABmJ3TLz #airpollution #climatechange #environmentaljustice #publichealth #climatejustice #Think100,EJinAction,1003269230270312448,-0.128,0.057,0.943,0.0,neg,neu
2018-06-02 14:37:19+00:00,Spend Volkswagen $9.6 Million pollution settlement on electric school buses for Delaware and protect kids health. https://t.co/NdXBMePAD6 via @delawareonline #EnvironmentalJustice #RenewableEnergy #ClimateChange #airpollution #publichealth,EJinAction,1002922110640119809,0.3818,0.0,0.898,0.102,pos,neu
2018-06-02 12:20:00+00:00,@EPA @EPAScottPruitt are now ENCOURAGING #airpollution 😡  https://t.co/FxnHDzArXt,JoelRMelamedMD,1002887553853415425,0.6289,0.0,0.659,0.341,pos,neu
2018-05-31 22:19:34+00:00,"If We Love Our Children We Must Act Now To Protect Them! Mold, asthma, PTSD: A hotter climate is terrible for kids https://t.co/2rWIEvVpHC via @grist #ClimateChangeIsReal #EnvironmentalJustice #PublicHealth #AirPollution #TheResistance",EJinAction,1002313665616457733,0.6114,0.083,0.726,0.191,pos,neu
2018-05-25 13:25:51+00:00,"Winning! Citizens Against Ruining the Environment Score Big Win Against Dirty Coal Power Plant In Chicago But EPA &amp; DOJ Remain Silent...Learn Why?
https://t.co/oEGO0MOMW5 #EnvironmentalJustice #PublicHealth #ClimateChange #AirPollution #BreakingNews",EJinAction,1000005023613554688,0.3489,0.103,0.75,0.147,pos,neu
2018-05-23 15:42:52+00:00,Winning On Climate &amp; Protecting Babies!!! Premature Birth Rates Drop in California After Coal and Oil Plants Shut Down https://t.co/iYmLjwztQz #ClimateChange #publichealth #environmentalhealth #airpollution,EJinAction,999314730014724097,0.4898,0.074,0.775,0.151,pos,neu
2018-05-17 20:43:18+00:00,New @WHO data shows 9 out of 10 people worldwide breathe polluted air.   https://t.co/fGKXanKFKM  That's why @WMO is joining @WHO and other partners for a  major conference on #AirPollution and #Health 31 Oct-1 Nov. #BreatheLife https://t.co/QPVg9GjdM4,CroacFire,997216009265319936,-0.4588,0.079,0.921,0.0,neg,neu
2018-05-15 23:14:28+00:00,As the Trump Administration rolls Back Air Protections We Learn that Breathing polluted air during pregnancy tied to health risk for kids https://t.co/Orsp9SVLrW via @CBSHealth #publichealth #Airpollution #climatechange #Resist #Kids,EJinAction,996529276219424768,-0.6249,0.154,0.846,0.0,neg,neu
2018-05-15 14:26:53+00:00,Scott Pruitt's Plan to Bring Economics Into the Clean Air Act Is Dangerous To Your Kids Health! https://t.co/2P81ejWBQa via @EARTH3R #EnvironmentalJustice #ClimateChange #BootPruitt #AirPollution #PublicHealth #Resist,EJinAction,996396505526358017,-0.1759,0.113,0.798,0.09,neg,neu
2018-05-14 19:10:41+00:00,"via @CleanAirMoms #Pruitt creates more chaos with his move to roll back #auto emissions. #Car manufacturers aren't happy; #CA #AG is leading 17 states, along with the District of Columbia, in suing the #EPA.  #AirPollution https://t.co/zGIcA5cffX",mgyerman,996105535664676869,-0.79,0.21,0.741,0.049,neg,neu
2018-05-12 15:38:05+00:00,ER visits for #asthma dropped 38% the year after one of Pittsburgh's biggest polluters shut down. #environmentalhealth #airpollution https://t.co/eLo4adxb2A,Francine_Locke,995327260377997313,-0.4588,0.143,0.857,0.0,neg,neu
2018-05-08 12:23:43+00:00,"How air pollution contributes to 8 million deaths each year - Is Your Community In Danger?
https://t.co/Xa02vs7IQv via @CBSHealth #AirPollution #ClimateChange #KeepItInTheGround #EPA #ClimateJustice #EnvironmentalJustice",EJinAction,993828793654693889,-0.5267,0.124,0.876,0.0,neg,neu
2018-05-08 12:16:12+00:00,The Kids Of Wilmington Are Trying to Green One of L.A.'s Most Polluted Neighborhoods And Make It A Healthier Place To Grow Up! https://t.co/QPJygGbHxe #AirPollution #WaterPollution #Resistance #EnvironmentalJustice #EPA @HipHopCaucus,EJinAction,993826903105703936,-0.5551,0.11,0.89,0.0,neg,neu
2018-05-08 04:06:18+00:00,When is a good time for leaf blower use in a county garage? Never.  This is not okay. An industrial shop push  broom works better and is quiet/non/polluting. #airpollution #noise #gas #waste @MoCoCouncilMD @onesockonphotog @MyGreenMC https://t.co/Ln7U9G0Atx,WDCGardener,993703614899281920,0.3257,0.106,0.757,0.137,pos,neu
2018-05-07 12:27:16+00:00,Climate change and vulnerable communities -- let’s talk about this Hot Mess and who get’s a disproportionate share of impacts. https://t.co/xyj9b6bG7n #ClimateChange #EnvironmentalJustice #AirPollution #Resist,EJinAction,993467300526379008,-0.296,0.154,0.769,0.077,neg,neu
2018-05-02 13:11:52+00:00,"RT @WHO: Outdoor #AirPollution affects urban and rural areas and is caused by multiple factors: 
-Industry and energy supply
-Transport
-Waste management 
-Household energy
-Agricultural practices
https://t.co/dPlJBNIBEC https://t.co/81yLAui2bg",ghia1212,991666582337327105,0.1027,0.087,0.781,0.131,pos,neu
2018-05-02 12:37:07+00:00,RT @WHO: New WHO data: 9 out of 10 people worldwide breathe polluted air  https://t.co/dPlJBNIBEC #AirPollution https://t.co/ffiolxHhN7,ghia1212,991657837091872768,-0.4588,0.158,0.842,0.0,neg,neu
2018-04-29 15:13:28+00:00,Study: Elevated air levels of PM can lead to higher blood levels of stress hormones  &amp; may increase likelihood to commit crime #airpollution https://t.co/AKryoCTJxh,Francine_Locke,990610020831236098,-0.4215,0.205,0.649,0.146,neg,neu
2018-04-26 13:55:56+00:00,Absolutely @SusanAnenberg! As much as we should count for the benefits of simultaneously addressing #AirPollution and #ClimateChange https://t.co/JOam0yXMKv,SergioSCleanAir,989503347085463552,0.4389,0.0,0.855,0.145,pos,neu
2018-04-20 12:26:34+00:00,Good News That All States Should Be Doing: Governor Cuomo Announces $4.5 Million In Funding Available For Environmental Justice Community Impact Grants https://t.co/ahoHRhZvi4 #Environmentaljustice #Airpollution #Watercrisis,EJinAction,987306528318328832,0.802,0.0,0.737,0.263,pos,neu
